sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.6129;9.5001;3.6774;0.5906;9.6197;3.4961;0.0223;-0.1196;0.1813;-17.7;-294.2;-1017.7;350.46;-69.83;-9.03;;30.569;19.519264;-96.914856;;;87.09678;91.4;80.0;3.0;59;2014-11-08 13:53:58:448
0.3065;9.1936;4.4436;0.2285;9.2844;4.432;0.078;-0.0908;0.0116;-19.2;-294.2;-1019.9;355.64;-65.72;-4.52;;38.636;19.519264;-96.914856;;;87.09678;91.4;80.0;3.0;560;2014-11-08 13:53:58:949
-0.1532;9.6533;3.5242;0.0993;9.2375;4.647;-0.2525;0.4158;-1.1228;-17.1;-295.0;-1019.9;359.65;-63.29;-1.22;;39.046;19.519264;-96.914856;;;87.09678;91.4;80.0;3.0;1060;2014-11-08 13:53:59:449
-1.5323;9.6533;4.9033;-0.549;9.5454;2.729;-0.9832;0.1079;2.1743;-1.6;-293.1;-1023.6;13.03;-73.74;11.38;;31.037;19.519264;-96.914856;;;87.09678;91.4;80.0;3.0;1560;2014-11-08 13:53:59:949
0.0;9.6533;4.5968;-1.9391;9.3678;5.2574;1.3261;-0.0209;0.412;2.2;-289.5;-1030.8;25.1;-64.42;20.02;;32.274;19.519264;-96.914856;;;87.09678;91.4;80.0;3.0;2064;2014-11-08 13:54:00:453
1.0726;8.121;5.8226;0.1749;8.3958;5.1178;0.8977;-0.2748;0.2452;-3.6;-291.7;-1035.7;357.55;-58.62;-1.96;;32.614;19.519264;-96.914856;;;87.09678;91.4;80.0;3.0;2564;2014-11-08 13:54:00:953
1.992;8.7339;5.5162;1.4082;8.5373;5.5299;0.5838;0.1966;-0.0137;-6.0;-293.9;-1033.5;339.61;-56.24;-14.29;;30.555;19.519264;-96.914856;;;87.09678;91.4;80.0;3.0;3064;2014-11-08 13:54:01:453
2.6049;8.7339;3.371;2.1924;8.5379;5.0468;0.4125;0.1961;-1.6758;-10.1;-296.0;-1031.3;332.47;-58.34;-20.36;;30.281;19.519264;-96.914856;;;87.09678;91.4;80.0;3.0;3564;2014-11-08 13:54:01:953
2.1452;7.8146;6.8952;2.2212;8.9065;4.1904;-0.076;-1.092;2.7048;-12.3;-296.6;-1032.1;324.8;-61.96;-27.93;;29.723;19.519264;-96.914856;;;87.09678;91.4;80.0;3.0;4064;2014-11-08 13:54:02:453
1.992;7.6614;6.4355;2.5774;7.9243;6.6819;-0.5854;-0.2629;-0.2464;-18.7;-297.3;-1030.5;327.3;-48.96;-20.61;;29.501;19.519264;-96.914856;;;87.09678;91.4;80.0;3.0;4612;2014-11-08 13:54:03:001
1.2258;8.121;6.1291;1.69;7.3722;7.1282;-0.4642;0.7489;-0.9991;-17.4;-297.7;-1031.6;333.45;-48.89;-16.42;;29.401;19.519264;-96.914856;;;87.09678;91.4;80.0;3.0;5112;2014-11-08 13:54:03:501
1.5323;7.5081;6.4355;1.5481;8.0864;6.453;-0.0158;-0.5783;-0.0175;-16.2;-297.9;-1031.7;339.1;-50.63;-13.49;;30.194;19.519264;-96.914856;;;87.09678;91.4;80.0;3.0;5612;2014-11-08 13:54:04:001
2.2984;7.8146;5.9759;2.0401;7.7121;6.6628;0.2583;0.1024;-0.687;-15.7;-297.9;-1031.2;334.15;-48.05;-15.65;;29.631;19.519264;-96.914856;;;87.09678;91.4;80.0;3.0;6112;2014-11-08 13:54:04:501
2.2984;8.2743;6.5888;1.869;8.2658;5.8971;0.4294;0.0085;0.6916;-19.2;-297.9;-1027.6;331.61;-52.32;-19.17;;29.51;19.519264;-96.914856;;;87.09678;91.4;80.0;3.0;6613;2014-11-08 13:54:05:002
1.5323;7.9678;6.2823;1.8713;8.1553;5.953;0.2739;0.2722;0.0228;-20.6;-298.1;-1028.0;334.41;-51.22;-16.91;;33.781;19.519264;-96.914856;;;87.09678;91.4;80.0;3.0;7113;2014-11-08 13:54:05:502
2.1452;8.121;6.5888;1.4764;7.9293;6.4319;0.6688;0.1917;0.1569;-20.4;-298.1;-1027.8;340.95;-52.03;-12.93;;40.971;19.519264;-96.914856;;;87.09678;91.4;80.0;3.0;7613;2014-11-08 13:54:06:002
2.1452;7.9678;6.4355;1.7373;8.0209;6.2378;0.4079;-0.0531;0.351;-20.2;-298.1;-1028.6;335.82;-50.46;-15.73;;39.481;19.519264;-96.914856;;;87.09678;91.4;80.0;3.0;8114;2014-11-08 13:54:06:503
1.8387;7.5081;6.8952;1.9179;7.799;6.5915;0.2273;-0.4441;-0.0028;-19.6;-298.1;-1029.6;333.96;-48.64;-16.22;;30.69;19.519264;-96.914856;;;87.09678;91.4;80.0;3.0;8617;2014-11-08 13:54:07:006
1.992;8.4275;7.6614;1.4382;7.3084;6.8795;0.5538;1.1191;0.7818;-18.2;-298.1;-1030.3;335.09;-46.68;-14.66;;33.231;19.519264;-96.914856;;;87.09678;91.4;80.0;3.0;9118;2014-11-08 13:54:07:507
1.6855;8.5807;5.8226;1.3742;7.877;6.8879;0.3113;0.7037;-1.0652;-19.1;-297.9;-1028.7;341.86;-48.28;-11.28;;34.373;19.519264;-96.914856;;;87.09678;91.4;80.0;3.0;9618;2014-11-08 13:54:08:007
3.2178;8.121;7.5081;1.4905;8.0088;6.0774;1.7272;0.1123;1.4307;-24.8;-297.7;-1028.4;340.06;-52.0;-13.78;;35.343;19.519264;-96.914856;;;87.09678;91.4;80.0;3.0;10120;2014-11-08 13:54:08:509
1.8387;9.0404;5.5162;2.1428;8.2745;5.7155;-0.304;0.7659;-0.1993;-23.0;-297.5;-1027.1;329.2;-49.63;-19.88;;37.63;19.519264;-96.914856;;;87.09678;91.4;80.0;3.0;10648;2014-11-08 13:54:09:037
1.379;8.7339;3.5242;1.6572;8.6599;5.7669;-1.016;0.3905;-2.1971;-19.2;-297.3;-1024.6;333.64;-56.49;-19.41;;35.152;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;11151;2014-11-08 13:54:09:540
3.0645;7.9678;6.5888;0.787;8.962;4.0988;2.6523;-0.2344;1.7593;-22.0;-297.3;-1023.1;343.51;-67.69;-14.75;;29.693;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;11657;2014-11-08 13:54:10:046
3.2178;9.5001;5.3629;2.7222;8.5737;5.6987;-0.4536;0.783;-0.3921;-24.9;-297.1;-1021.9;323.99;-53.62;-25.53;;30.494;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;12159;2014-11-08 13:54:10:548
3.5242;8.8872;6.5888;2.1773;8.8547;4.3398;0.446;-0.3569;1.7252;-25.9;-296.9;-1021.5;328.09;-60.62;-25.47;;34.73;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;12659;2014-11-08 13:54:11:048
0.7661;7.9678;4.1371;2.9188;8.6825;5.7572;-2.1094;-0.8043;-1.3159;-23.7;-296.5;-1021.0;323.21;-53.82;-26.28;;39.015;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;13159;2014-11-08 13:54:11:548
1.0726;9.5001;3.8307;1.2137;9.0825;4.2305;-0.0509;0.346;-0.5305;-18.3;-296.5;-1020.2;334.31;-64.01;-21.12;;35.314;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;13659;2014-11-08 13:54:12:048
0.9194;9.5001;2.6049;1.1874;9.434;3.7446;-0.2795;0.0373;-0.9596;-20.6;-296.5;-1018.0;339.94;-67.39;-17.59;;32.658;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;14163;2014-11-08 13:54:12:552
1.8387;8.5807;4.75;0.7153;9.4314;3.2639;1.0925;-0.9191;1.7658;-25.2;-296.1;-1017.8;347.08;-70.49;-12.36;;33.597;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;14663;2014-11-08 13:54:13:052
2.6049;8.8872;5.8226;3.16;8.6166;5.076;-0.5921;0.1744;0.6548;-23.9;-296.1;-1017.2;319.77;-55.64;-29.74;;35.14;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;15163;2014-11-08 13:54:13:552
1.6855;9.3468;4.5968;2.0434;9.0729;4.0576;-0.4785;0.2428;0.4129;-24.4;-295.9;-1017.2;325.05;-58.59;-26.95;;33.738;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;15663;2014-11-08 13:54:14:052
1.2258;10.2662;3.2178;1.5731;9.4328;3.959;-0.3669;0.9167;-0.8486;-24.5;-295.3;-1015.3;335.0;-64.46;-21.09;;31.893;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;16163;2014-11-08 13:54:14:552
2.1452;9.9598;4.4436;1.6132;9.1298;3.5609;0.6391;0.5267;1.0222;-25.4;-294.9;-1015.3;331.95;-66.82;-24.37;;35.95;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;16663;2014-11-08 13:54:15:052
2.2984;8.8872;4.4436;1.6132;9.4663;4.4927;0.6486;-0.6053;-0.1045;-32.3;-295.6;-1022.4;336.79;-63.24;-19.75;;32.428;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;17163;2014-11-08 13:54:15:552
0.9194;10.113;3.0645;1.4107;9.0922;4.0487;-0.5021;0.917;-0.8113;-35.6;-296.2;-1019.1;338.24;-64.75;-19.21;;31.551;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;17664;2014-11-08 13:54:16:053
2.6049;7.2017;4.4436;1.6806;9.1596;4.3608;0.6652;-1.8931;-0.3414;-34.3;-295.8;-1020.0;335.17;-62.97;-21.08;;30.911;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;18164;2014-11-08 13:54:16:553
2.2984;7.8146;3.6774;2.6223;8.8774;3.7856;-0.4797;-1.459;0.0565;-30.5;-294.9;-1018.8;318.27;-62.58;-34.71;;31.395;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;18664;2014-11-08 13:54:17:053
3.9839;7.2017;3.6774;3.3097;8.4259;5.2035;0.458;-1.1276;-1.7399;-28.6;-295.3;-1023.4;314.6;-58.01;-35.46;;34.877;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;19164;2014-11-08 13:54:17:553
3.5242;8.2743;5.2097;4.4806;7.9076;4.5569;-0.5981;-0.457;0.1348;-27.3;-295.3;-1026.3;303.52;-50.34;-40.4;;31.039;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;19664;2014-11-08 13:54:18:053
5.6694;8.2743;5.8226;4.8623;7.19;5.501;0.2975;-0.6084;-0.3231;-29.2;-295.1;-1025.9;299.74;-48.72;-42.73;;35.737;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;20164;2014-11-08 13:54:18:553
5.8226;6.742;5.9759;5.543;6.6385;5.9051;-0.3202;0.6492;-0.4296;-31.6;-294.5;-1029.8;292.42;-42.65;-45.09;;32.379;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;20665;2014-11-08 13:54:19:054
5.3629;6.1291;6.2823;5.1964;6.3188;6.115;0.1665;-0.1897;0.1673;-32.3;-293.9;-1030.3;292.6;-37.59;-39.66;;37.643;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;21165;2014-11-08 13:54:19:554
5.0565;5.5162;7.9678;5.4139;6.3091;5.9545;-0.3574;-0.793;2.0133;-37.2;-293.2;-1030.8;290.98;-38.1;-42.28;;30.947;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;21666;2014-11-08 13:54:20:055
5.3629;7.5081;5.9759;4.9722;6.2971;7.0103;0.3907;1.211;-1.0345;-48.8;-282.7;-1027.7;295.29;-33.99;-34.25;;32.591;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;22166;2014-11-08 13:54:20:555
4.75;8.7339;7.0484;5.2137;7.0384;4.3643;-0.4636;1.6955;2.6842;-47.6;-283.3;-1029.3;291.64;-42.64;-47.4;;29.962;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;22666;2014-11-08 13:54:21:055
3.371;7.2017;7.5081;3.7229;5.7497;8.1401;-0.3519;1.452;-0.6319;-47.7;-278.7;-1041.3;308.57;-47.25;-35.59;;29.801;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;23175;2014-11-08 13:54:21:564
4.1371;7.3549;10.8791;2.91;5.7217;6.1965;1.2271;1.6332;4.6826;-47.0;-273.8;-1033.9;315.42;-39.89;-25.16;;29.693;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;23675;2014-11-08 13:54:22:064
5.3629;6.2823;7.2017;4.5442;5.724;8.7899;0.5123;0.8647;-1.7415;-50.5;-274.5;-1042.4;298.71;-30.05;-27.34;;30.177;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;24177;2014-11-08 13:54:22:566
3.371;7.5081;9.9598;4.4009;6.0743;6.0636;-1.0299;1.4338;3.8962;-50.6;-277.1;-1034.6;300.31;-39.03;-35.97;;29.938;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;24677;2014-11-08 13:54:23:066
4.4436;5.8226;7.2017;4.4429;5.2618;7.5693;7.0E-4;0.5608;-0.3676;-51.0;-275.6;-1042.5;304.84;-31.01;-24.13;;30.047;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;25196;2014-11-08 13:54:23:585
4.1371;6.2823;8.4275;4.5192;6.225;6.9641;-0.3821;0.0573;1.4634;-52.7;-267.3;-1043.1;302.12;-36.86;-32.98;;30.187;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;25697;2014-11-08 13:54:24:086
5.8226;7.2017;6.4355;4.8194;5.6628;7.5236;1.0032;1.5388;-1.088;-49.8;-264.3;-1050.6;300.05;-32.21;-29.67;;30.213;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;26197;2014-11-08 13:54:24:586
3.8307;7.6614;7.9678;4.4984;6.308;6.7353;-0.6677;1.3534;1.2325;-50.3;-264.3;-1048.3;294.21;-37.77;-41.33;;29.841;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;26715;2014-11-08 13:54:25:104
5.6694;7.6614;6.2823;4.3043;6.3121;7.4502;1.2118;1.196;-1.0146;-44.2;-262.7;-1056.4;304.89;-36.26;-30.02;;30.164;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;27215;2014-11-08 13:54:25:604
4.1371;7.5081;7.5081;5.4359;6.6167;6.3395;-2.2181;-0.3344;0.2492;-45.6;-261.6;-1055.1;295.48;-38.39;-40.61;;29.899;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;27715;2014-11-08 13:54:26:104
4.9033;7.0484;6.742;4.4992;6.7156;7.2832;0.4041;0.3329;-0.5412;-35.7;-261.9;-1063.1;309.28;-39.29;-29.07;;30.288;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;28225;2014-11-08 13:54:26:614
5.2097;6.2823;8.2743;3.693;6.2573;6.3095;1.2857;0.0819;2.017;-39.5;-258.4;-1064.3;303.24;-41.54;-36.22;;31.288;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;28725;2014-11-08 13:54:27:114
7.5081;4.5968;6.5888;6.2962;4.5852;7.7057;1.2119;0.0116;-1.1169;-31.6;-263.4;-1068.3;294.73;-31.2;-32.39;;31.563;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;29386;2014-11-08 13:54:27:775
6.1291;6.4355;4.75;7.2244;5.9837;4.7796;-1.0954;0.4518;-0.0296;-7.7;-14.4;-35.9;273.24;-33.37;-52.83;;32.192;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;29886;2014-11-08 13:54:28:275
6.8952;5.5162;4.4436;6.5093;6.7446;4.7648;0.3859;-1.2284;-0.3213;-6.9;-12.1;-36.8;288.16;-39.9;-53.8;;64.392;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;30397;2014-11-08 13:54:28:786
6.4355;6.742;5.2097;6.95;5.8937;4.6404;-0.6921;0.3614;0.7004;-32.2;4.0;-32.1;342.96;-35.19;-56.27;;33.243;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;30900;2014-11-08 13:54:29:289
5.6694;6.5888;4.75;6.5394;6.5429;5.371;-0.8939;0.163;-0.5736;-40.0;1.0;-22.8;14.89;-37.71;-50.6;;33.546;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;31400;2014-11-08 13:54:29:789
5.0565;4.75;5.5162;6.162;6.7743;5.5094;-1.1055;-2.0242;0.0068;-45.3;-3.4;-10.7;41.02;-39.84;-49.3;;34.568;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;31901;2014-11-08 13:54:30:290
7.0484;5.0565;5.5162;5.8135;6.3958;6.0765;1.0817;-1.3393;-1.4797;-46.8;-8.1;-6.5;67.8;-33.34;-41.21;;33.475;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;32405;2014-11-08 13:54:30:794
5.9759;7.6614;5.2097;6.7424;5.5729;4.811;-1.2262;1.3223;0.0922;-47.5;-11.4;-4.6;53.32;-35.61;-54.06;;32.777;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;32905;2014-11-08 13:54:31:294
5.5162;7.6614;3.6774;5.2273;7.9788;3.3395;-0.0176;-0.3174;0.338;-48.1;-17.7;-4.3;55.63;-48.37;-51.88;;32.821;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;33406;2014-11-08 13:54:31:795
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;-42.0;-17.3;-17.9;15.28;-50.89;-59.8;;34.745;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;33907;2014-11-08 13:54:32:296
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;-40.3;-17.7;-18.4;11.46;-50.89;-59.8;;31.474;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;34407;2014-11-08 13:54:32:796
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;-40.0;-12.3;-17.5;11.84;-50.89;-59.8;;32.76;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;34907;2014-11-08 13:54:33:296
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;-37.9;-11.1;-17.7;7.92;-50.89;-59.8;;31.378;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;35408;2014-11-08 13:54:33:797
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;-33.5;-11.7;-21.1;0.77;-50.89;-59.8;;35.717;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;35908;2014-11-08 13:54:34:297
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;-30.7;-11.5;-21.9;351.33;-50.89;-59.8;;31.293;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;36409;2014-11-08 13:54:34:798
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;-29.5;-10.5;-22.9;349.78;-50.89;-59.8;;32.502;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;36909;2014-11-08 13:54:35:298
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;-28.7;-16.1;-17.9;348.15;-50.89;-59.8;;31.392;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;37409;2014-11-08 13:54:35:798
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;-30.5;0.5;-20.2;355.6;-50.89;-59.8;;35.199;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;37909;2014-11-08 13:54:36:298
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;-21.1;13.9;-25.4;341.32;-50.89;-59.8;;32.112;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;38409;2014-11-08 13:54:36:798
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;-18.2;21.2;-16.7;349.99;-50.89;-59.8;;33.387;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;38909;2014-11-08 13:54:37:298
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;-14.4;24.8;-16.6;350.29;-50.89;-59.8;;31.729;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;39410;2014-11-08 13:54:37:799
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;-20.8;21.3;-13.3;358.81;-50.89;-59.8;;34.697;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;40174;2014-11-08 13:54:38:563
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;-9.3;24.8;-12.8;345.99;-50.89;-59.8;;55.514;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;40674;2014-11-08 13:54:39:063
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;-9.7;22.0;-14.5;344.81;-50.89;-59.8;;33.152;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;41174;2014-11-08 13:54:39:563
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;-4.0;23.2;-11.5;338.98;-50.89;-59.8;;31.429;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;41674;2014-11-08 13:54:40:063
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;-7.2;22.4;-13.3;341.93;-50.89;-59.8;;33.557;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;42174;2014-11-08 13:54:40:563
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;-5.9;22.6;-11.8;340.79;-50.89;-59.8;;32.894;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;42674;2014-11-08 13:54:41:063
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;-5.8;22.6;-12.4;342.42;-50.89;-59.8;;33.584;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;43174;2014-11-08 13:54:41:563
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;-3.4;23.2;-11.7;337.32;-50.89;-59.8;;33.816;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;43675;2014-11-08 13:54:42:064
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;-1.1;24.5;-12.0;334.96;-50.89;-59.8;;33.017;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;44176;2014-11-08 13:54:42:565
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;-2.6;18.7;-20.5;325.86;-50.89;-59.8;;32.638;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;44676;2014-11-08 13:54:43:065
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;-3.5;19.7;-17.4;325.26;-50.89;-59.8;;32.148;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;45177;2014-11-08 13:54:43:566
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;-3.4;20.1;-13.9;330.78;-50.89;-59.8;0.0;32.104;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;45677;2014-11-08 13:54:44:066
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;-2.0;19.8;-16.1;327.6;-50.89;-59.8;0.0;31.767;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;46178;2014-11-08 13:54:44:567
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;4.6;26.4;5.6;14.01;-50.89;-59.8;0.4;32.93;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;46678;2014-11-08 13:54:45:067
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;4.6;45.2;2.6;0.19;-50.89;-59.8;0.4;33.537;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;47178;2014-11-08 13:54:45:567
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;5.7;43.5;4.9;354.87;-50.89;-59.8;0.4;33.456;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;47680;2014-11-08 13:54:46:069
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;10.4;35.8;21.2;59.25;-50.89;-59.8;0.4;34.667;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;48181;2014-11-08 13:54:46:570
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;-22.8;31.5;12.7;51.01;-50.89;-59.8;0.4;34.376;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;48681;2014-11-08 13:54:47:070
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;-8.7;15.1;-32.3;320.43;-50.89;-59.8;0.0;34.407;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;49181;2014-11-08 13:54:47:570
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;-2.6;10.4;-35.5;307.41;-50.89;-59.8;0.0;37.765;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;49681;2014-11-08 13:54:48:070
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;3.3;12.3;-34.0;301.36;-50.89;-59.8;0.0;33.535;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;50181;2014-11-08 13:54:48:570
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;9.1;-1.5;-35.2;281.37;-50.89;-59.8;0.0;39.89;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;50681;2014-11-08 13:54:49:070
6.1291;7.6614;3.8307;5.4862;7.8087;3.1928;0.03;-0.3006;0.4847;10.7;-4.0;-35.2;276.0;-50.89;-59.8;0.0;39.89;19.519867;-96.915565;;;203.22581;91.4;80.0;3.0;51391;2014-11-08 13:54:49:780
0.6129;5.0565;7.3549;5.1313;5.4942;9.6191;-4.0112;1.0693;-0.5586;-32.9;-3.4;-19.3;68.03;-18.45;-30.34;0.4;63.333;19.519867;-96.915565;;;203.22581;93.2;80.0;3.0;51903;2014-11-08 13:54:50:292
1.6855;8.121;7.8146;0.7793;6.3591;6.6784;0.4307;0.173;0.9619;-32.2;-18.6;-2.8;107.55;-39.33;-8.34;0.4;61.775;19.519867;-96.915565;;;203.22581;93.2;80.0;3.0;52403;2014-11-08 13:54:50:792
3.0645;7.6614;6.2823;2.2298;7.1261;7.4113;0.9879;0.6885;-1.129;-30.0;-23.2;0.4;113.65;-42.7;-11.4;0.4;39.322;19.519867;-96.915565;;;203.22581;93.2;80.0;3.0;52937;2014-11-08 13:54:51:326
1.2258;5.8226;8.2743;2.475;7.4978;7.0698;-1.2492;-1.6752;1.2045;-28.0;-24.6;0.8;110.73;-45.67;-24.55;0.4;33.886;19.519867;-96.915565;;;203.22581;93.2;80.0;3.0;53452;2014-11-08 13:54:51:841
