sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;12.5;33.4;4.5;341.8;-51.45;-55.33;0.0;51.779;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;973475;2014-11-08 14:10:11:864
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;19.8;9.7;24.7;152.91;-51.45;-55.33;0.0;45.896;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;973976;2014-11-08 14:10:12:365
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;21.5;-5.3;26.5;161.68;-51.45;-55.33;0.4;50.701;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;974478;2014-11-08 14:10:12:867
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;20.6;-7.7;25.8;163.57;-51.45;-55.33;0.4;40.669;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;974978;2014-11-08 14:10:13:367
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;21.1;-15.6;25.5;164.92;-51.45;-55.33;0.4;44.651;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;975478;2014-11-08 14:10:13:867
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;17.6;-21.4;24.4;164.95;-51.45;-55.33;0.4;53.781;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;975979;2014-11-08 14:10:14:368
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;16.5;-18.9;24.0;162.95;-51.45;-55.33;0.4;43.922;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;976479;2014-11-08 14:10:14:868
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;15.6;-22.3;23.8;162.94;-51.45;-55.33;0.4;49.321;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;976979;2014-11-08 14:10:15:368
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;14.8;-21.7;24.2;161.77;-51.45;-55.33;0.4;47.492;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;977479;2014-11-08 14:10:15:868
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;13.7;-22.3;24.2;160.57;-51.45;-55.33;0.4;44.417;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;977979;2014-11-08 14:10:16:368
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;12.6;-23.5;24.6;160.04;-51.45;-55.33;0.4;43.933;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;978479;2014-11-08 14:10:16:868
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;12.2;-24.3;23.8;158.83;-51.45;-55.33;0.4;39.906;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;978979;2014-11-08 14:10:17:368
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;12.4;-24.7;23.3;160.17;-51.45;-55.33;0.4;37.579;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;979479;2014-11-08 14:10:17:868
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;11.2;-34.1;12.5;172.58;-51.45;-55.33;0.4;36.735;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;979979;2014-11-08 14:10:18:368
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;10.1;-34.2;11.4;174.1;-51.45;-55.33;0.4;37.625;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;980479;2014-11-08 14:10:18:868
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;10.3;-33.9;8.9;176.9;-51.45;-55.33;0.4;38.714;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;980981;2014-11-08 14:10:19:370
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;10.9;-34.4;9.5;176.56;-51.45;-55.33;0.4;34.405;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;981481;2014-11-08 14:10:19:870
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;11.6;-34.0;14.7;177.6;-51.45;-55.33;0.4;31.817;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;981981;2014-11-08 14:10:20:370
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;23.9;-30.8;1.0;195.83;-51.45;-55.33;0.4;37.833;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;982482;2014-11-08 14:10:20:871
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;27.2;-27.3;-8.0;215.6;-51.45;-55.33;0.4;40.558;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;982982;2014-11-08 14:10:21:371
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;29.9;-19.1;-16.0;231.52;-51.45;-55.33;0.4;39.841;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;983484;2014-11-08 14:10:21:873
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;30.0;-12.4;-20.6;240.29;-51.45;-55.33;0.4;45.144;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;983984;2014-11-08 14:10:22:373
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;30.9;-7.7;-23.4;248.1;-51.45;-55.33;0.4;36.985;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;984484;2014-11-08 14:10:22:873
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;30.5;-8.7;-24.0;248.3;-51.45;-55.33;0.4;49.413;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;984984;2014-11-08 14:10:23:373
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;24.6;-9.1;-30.0;254.67;-51.45;-55.33;0.0;53.597;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;985484;2014-11-08 14:10:23:873
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;13.0;-15.0;-33.2;264.15;-51.45;-55.33;0.4;53.425;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;985984;2014-11-08 14:10:24:373
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;14.3;-13.5;-33.4;266.04;-51.45;-55.33;0.4;50.861;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;986484;2014-11-08 14:10:24:873
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;7.6;-11.5;-35.1;268.81;-51.45;-55.33;0.4;48.658;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;986984;2014-11-08 14:10:25:373
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;-20.1;-31.2;-7.9;121.15;-51.45;-55.33;0.4;40.339;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;987485;2014-11-08 14:10:25:874
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;-17.0;-33.8;1.9;134.57;-51.45;-55.33;0.4;40.054;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;987986;2014-11-08 14:10:26:375
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;-17.4;-33.6;2.5;129.1;-51.45;-55.33;0.4;52.575;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;988487;2014-11-08 14:10:26:876
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;-16.0;-34.3;2.8;136.6;-51.45;-55.33;0.4;45.627;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;988989;2014-11-08 14:10:27:378
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;-11.2;-34.8;2.2;153.18;-51.45;-55.33;0.4;42.574;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;989489;2014-11-08 14:10:27:878
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;-15.9;-35.7;-0.8;152.29;-51.45;-55.33;0.4;36.034;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;989990;2014-11-08 14:10:28:379
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;-21.8;-31.9;0.2;111.49;-51.45;-55.33;0.4;36.009;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;990491;2014-11-08 14:10:28:880
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;-12.0;-35.7;-0.8;144.96;-51.45;-55.33;0.4;34.769;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;990991;2014-11-08 14:10:29:380
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;-22.8;-31.2;-4.9;132.45;-51.45;-55.33;0.4;41.794;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;991492;2014-11-08 14:10:29:881
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;-29.5;-23.8;-4.5;67.48;-51.45;-55.33;0.4;39.376;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;991992;2014-11-08 14:10:30:381
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;-27.7;-25.8;-5.1;71.17;-51.45;-55.33;0.4;34.059;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;992492;2014-11-08 14:10:30:881
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;-28.8;-24.8;-5.1;66.85;-51.45;-55.33;0.4;36.271;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;992992;2014-11-08 14:10:31:381
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;-25.0;-28.5;-5.3;85.18;-51.45;-55.33;0.4;35.712;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;993493;2014-11-08 14:10:31:882
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;-23.9;-29.5;-5.1;92.48;-51.45;-55.33;0.4;37.09;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;993993;2014-11-08 14:10:32:382
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;-21.9;-30.7;-6.3;114.16;-51.45;-55.33;0.4;36.26;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;994493;2014-11-08 14:10:32:882
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;-12.1;-31.3;-20.4;254.29;-51.45;-55.33;0.4;38.179;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;994993;2014-11-08 14:10:33:382
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;0.6;-31.7;-17.8;244.06;-51.45;-55.33;0.4;37.635;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;995493;2014-11-08 14:10:33:882
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;-0.9;-31.7;-19.4;234.23;-51.45;-55.33;0.4;36.352;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;995993;2014-11-08 14:10:34:382
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;-0.1;-32.1;-19.0;233.67;-51.45;-55.33;0.0;36.309;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;996493;2014-11-08 14:10:34:882
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;3.4;-31.5;-21.4;237.89;-51.45;-55.33;0.0;37.953;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;996993;2014-11-08 14:10:35:382
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;3.9;-31.3;-18.3;230.89;-51.45;-55.33;0.0;38.78;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;997493;2014-11-08 14:10:35:882
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;4.3;-32.4;-17.3;227.39;-51.45;-55.33;0.0;36.006;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;997993;2014-11-08 14:10:36:382
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;3.9;-32.9;-17.4;226.22;-51.45;-55.33;0.0;37.121;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;998493;2014-11-08 14:10:36:882
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;2.3;-32.7;-20.0;233.62;-51.45;-55.33;0.0;38.139;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;998994;2014-11-08 14:10:37:383
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;2.2;-31.2;-22.4;240.63;-51.45;-55.33;0.0;41.132;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;999494;2014-11-08 14:10:37:883
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;-9.9;-25.6;-24.4;249.2;-51.45;-55.33;0.0;41.836;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;999994;2014-11-08 14:10:38:383
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;15.2;25.1;-25.1;314.54;-51.45;-55.33;0.0;42.111;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1000495;2014-11-08 14:10:38:884
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;13.0;-15.7;-33.2;263.96;-51.45;-55.33;0.0;44.38;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1000995;2014-11-08 14:10:39:384
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;-29.0;2.0;-27.3;349.85;-51.45;-55.33;0.0;35.643;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1001495;2014-11-08 14:10:39:884
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;-15.2;-22.2;-29.5;322.98;-51.45;-55.33;0.0;34.956;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1001995;2014-11-08 14:10:40:384
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;-13.9;-2.3;-37.5;299.79;-51.45;-55.33;0.0;35.151;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1002498;2014-11-08 14:10:40:887
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;-12.7;18.1;-34.6;328.67;-51.45;-55.33;0.0;37.636;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1002998;2014-11-08 14:10:41:387
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;18.7;4.1;-35.3;278.39;-51.45;-55.33;0.0;37.969;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1003498;2014-11-08 14:10:41:887
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;20.6;-3.2;-34.5;275.77;-51.45;-55.33;0.0;38.104;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1003998;2014-11-08 14:10:42:387
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;9.4;-23.5;-30.7;258.31;-51.45;-55.33;0.0;38.739;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1004498;2014-11-08 14:10:42:887
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;11.6;-26.7;-22.1;239.36;-51.45;-55.33;0.0;38.146;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1004998;2014-11-08 14:10:43:387
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;8.2;-22.8;-18.6;241.34;-51.45;-55.33;0.0;38.209;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1005498;2014-11-08 14:10:43:887
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;4.1;-18.5;-16.6;249.03;-51.45;-55.33;0.0;36.897;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1005998;2014-11-08 14:10:44:387
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;0.5;-16.3;-16.3;255.7;-51.45;-55.33;0.0;37.687;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1006498;2014-11-08 14:10:44:887
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;15.8;14.4;-17.6;285.08;-51.45;-55.33;0.0;37.114;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1006999;2014-11-08 14:10:45:388
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;27.8;-2.4;-4.1;216.7;-51.45;-55.33;0.0;37.553;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1007499;2014-11-08 14:10:45:888
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;13.3;16.0;-14.6;292.77;-51.45;-55.33;0.0;36.131;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1007999;2014-11-08 14:10:46:388
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;24.5;-2.1;-7.4;241.45;-51.45;-55.33;0.0;33.753;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1008499;2014-11-08 14:10:46:888
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;24.7;-0.2;-3.8;230.76;-51.45;-55.33;0.0;34.942;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1008999;2014-11-08 14:10:47:388
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;19.6;16.5;-7.1;272.82;-51.45;-55.33;0.0;34.904;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1009499;2014-11-08 14:10:47:888
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;23.3;-8.3;-1.7;217.94;-51.45;-55.33;0.0;34.721;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1010001;2014-11-08 14:10:48:390
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;24.3;6.7;-2.2;236.34;-51.45;-55.33;0.0;34.054;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1010501;2014-11-08 14:10:48:890
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;24.2;-7.7;-0.2;213.76;-51.45;-55.33;0.0;34.178;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1011002;2014-11-08 14:10:49:391
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;23.0;13.4;-6.1;252.11;-51.45;-55.33;0.0;38.259;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1011502;2014-11-08 14:10:49:891
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;23.4;-13.9;3.2;203.13;-51.45;-55.33;0.0;36.031;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1012002;2014-11-08 14:10:50:391
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;27.1;0.2;0.9;219.22;-51.45;-55.33;0.0;39.922;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1012502;2014-11-08 14:10:50:891
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;25.5;-3.1;-11.1;240.11;-51.45;-55.33;0.0;38.717;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1013003;2014-11-08 14:10:51:392
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;29.0;-7.9;-1.3;216.24;-51.45;-55.33;0.0;44.009;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1013504;2014-11-08 14:10:51:893
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;28.4;3.9;2.0;221.04;-51.45;-55.33;0.0;39.268;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1014004;2014-11-08 14:10:52:393
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;30.3;14.1;-0.9;240.48;-51.45;-55.33;0.0;34.867;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1014505;2014-11-08 14:10:52:894
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;30.9;13.4;-1.9;240.41;-51.45;-55.33;0.0;35.254;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1015005;2014-11-08 14:10:53:394
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;32.7;12.2;-2.8;239.7;-51.45;-55.33;0.0;35.967;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1015505;2014-11-08 14:10:53:894
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;32.9;12.5;-4.0;239.7;-51.45;-55.33;0.0;33.149;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1016005;2014-11-08 14:10:54:394
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;32.0;15.9;-14.3;259.53;-51.45;-55.33;0.0;34.141;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1016505;2014-11-08 14:10:54:894
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;32.9;12.7;-14.0;257.17;-51.45;-55.33;0.0;33.908;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1017007;2014-11-08 14:10:55:396
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;35.8;7.6;-13.9;252.26;-51.45;-55.33;0.0;40.21;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1017508;2014-11-08 14:10:55:897
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;35.7;17.4;-17.1;261.75;-51.45;-55.33;0.0;41.488;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1018008;2014-11-08 14:10:56:397
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;38.0;14.5;-20.9;261.59;-51.45;-55.33;0.0;37.912;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1018508;2014-11-08 14:10:56:897
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;37.7;17.7;-23.2;265.92;-51.45;-55.33;0.0;38.372;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1019008;2014-11-08 14:10:57:397
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;34.7;11.6;-35.2;269.4;-51.45;-55.33;0.0;41.487;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1019509;2014-11-08 14:10:57:898
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;26.8;2.9;-39.4;272.23;-51.45;-55.33;0.0;40.17;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1020009;2014-11-08 14:10:58:398
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;28.4;-4.1;-38.2;265.64;-51.45;-55.33;0.0;36.633;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1020509;2014-11-08 14:10:58:898
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;27.5;-6.0;-38.6;265.5;-51.45;-55.33;0.0;37.05;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1021010;2014-11-08 14:10:59:399
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;27.3;-6.0;-38.2;264.85;-51.45;-55.33;0.0;39.843;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1021510;2014-11-08 14:10:59:899
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;26.1;-7.6;-38.8;264.68;-51.45;-55.33;0.0;33.501;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1022010;2014-11-08 14:11:00:399
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;25.3;-8.7;-39.4;264.64;-51.45;-55.33;0.0;34.808;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1022510;2014-11-08 14:11:00:899
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;-1.7;-21.5;-40.1;272.91;-51.45;-55.33;0.0;36.411;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1023010;2014-11-08 14:11:01:399
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;-6.9;-39.3;-16.7;219.24;-51.45;-55.33;0.0;36.481;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1023511;2014-11-08 14:11:01:900
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;-2.0;-40.7;-14.2;209.91;-51.45;-55.33;0.0;40.142;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1024011;2014-11-08 14:11:02:400
5.0565;8.5807;2.6049;5.1187;7.8088;3.5398;-0.0622;0.7719;-0.9349;10.4;-19.2;-39.2;255.89;-51.45;-55.33;0.0;34.273;19.520103;-96.9154;;;138.70969;87.8;63.0;3.0;1024511;2014-11-08 14:11:02:900
